Name_Description	GTEX-1117F-0226-SM-5GZZ7	GTEX-1117F-0426-SM-5EGHI	GTEX-1117F-0526-SM-5EGHJ
ENSG00000196502.11_SULT1A1	523	374	137
ENSG00000255524.7_NPIPB8	1	1	2
ENSG00000261419.1_RP11-57A19.4	1	0	0
ENSG00000184110.14_EIF3C	507	992	654
ENSG00000259982.1_CDC37P1	1	0	2
ENSG00000278340.1_MIR6862-2	0	0	0
ENSG00000270424.1_RP11-1348G14.6	7	6	4
ENSG00000196993.8_NPIPB9	12	19	14
ENSG00000278528.1_RP11-1348G14.7	0	0	0
ENSG00000251417.2_RP11-1348G14.4	33	6	27
ENSG00000240634.1_RP11-1348G14.1	12	4	2
ENSG00000260796.1_RP11-1348G14.5	5	3	2
ENSG00000275807.1_RP11-1348G14.8	55	31	95
ENSG00000168488.18_ATXN2L	7783	3063	6946
ENSG00000260570.1_RP11-24N18.1	0	0	0
ENSG00000178952.10_TUFM	6158	9531	4552
ENSG00000283845.1_MIR4721	0	0	0
ENSG00000178188.14_SH2B1	3638	1322	4056
ENSG00000261766.1_RP11-22P6.2	12	4	6
ENSG00000196296.13_ATP2A1	263	17344	155
ENSG00000260442.5_ATP2A1-AS1	5	51	4
ENSG00000252461.1_SNORA43	0	0	1
ENSG00000177548.12_RABEP2	542	69	203
ENSG00000177455.12_CD19	8	3	51
ENSG00000176953.12_NFATC2IP	3022	1902	1806
ENSG00000260853.1_RP11-264B17.2	106	32	80
ENSG00000260367.2_RP11-264B17.4	61	23	34
ENSG00000169682.17_SPNS1	3247	1158	2317
ENSG00000213658.11_LAT	352	77	1209
ENSG00000261552.1_RP11-264B17.5	0	0	0
ENSG00000196796.5_NPIPB10P	22	6	22
ENSG00000260908.1_CTB-134H23.3	19	2	3
ENSG00000103472.9_RRN3P2	95	15	62
ENSG00000260517.2_RP11-426C22.5	61	0	22
ENSG00000279106.1_RP11-426C22.1	3	2	3
ENSG00000259807.1_RP11-426C22.4	89	0	16
ENSG00000273582.1_RP11-426C22.7	2	0	0
ENSG00000260953.1_RP11-426C22.6	6	0	16
ENSG00000277999.1_RP11-426C22.8	5	0	0
ENSG00000260413.1_RP11-231C14.6	24	6	15
ENSG00000271699.5_SNX29P2	90	13	24
ENSG00000278078.1_RP11-231C14.8	0	0	0
ENSG00000254206.5_NPIPB11	141	77	88
ENSG00000254634.4_SMG1P6	83	31	44
ENSG00000260335.1_RP11-345J4.6	0	0	0
ENSG00000183336.8_BOLA2	92	27	55
ENSG00000181625.17_SLX1B	2	0	6
ENSG00000213648.10_SULT1A4	13	2	11
ENSG00000258150.5_RP11-345J4.3	1	2	0
ENSG00000279228.1_RP11-345J4.4	0	0	0
ENSG00000257691.2_RP11-345J4.1	0	0	0
ENSG00000257506.1_RP11-231C14.5	0	0	0
ENSG00000169203.16_NPIPB12	141	259	172
ENSG00000205534.6_SMG1P2	175	100	99
ENSG00000279583.1_RP11-368N21.5	51	91	45
ENSG00000266758.1_MIR3680-2	0	0	0
ENSG00000260727.1_SLC7A5P1	9	9	2
ENSG00000260133.1_CA5AP1	0	0	0
ENSG00000260514.1_RP11-368N21.1	0	0	0
ENSG00000197471.11_SPN	152	23	67
ENSG00000103485.17_QPRT	174	89	42
ENSG00000222375.1_RN7SKP127	0	0	0
ENSG00000185905.3_C16orf54	64	2	29
ENSG00000260719.1_AC009133.17	4	4	2
ENSG00000174992.7_ZG16	53	6	3
ENSG00000079616.12_KIF22	885	277	622
ENSG00000275857.1_AC009133.21	23	6	23
ENSG00000103495.13_MAZ	675	532	573
ENSG00000259952.1_AC009133.15	0	0	0
ENSG00000238045.9_AC009133.12	119	21	74
ENSG00000167371.17_PRRT2	634	146	2568
ENSG00000280789.1_PAGR1	953	386	1942
ENSG00000013364.18_MVP	12236	1596	6135
ENSG00000103502.13_CDIPT	6150	3272	2450
ENSG00000278713.1_CTD-2574D22.7	0	0	0
ENSG00000214725.8_CDIPT-AS1	4	8	6
ENSG00000174938.14_SEZ6L2	155	115	40
ENSG00000174939.10_ASPHD1	10	17	19
ENSG00000174943.9_KCTD13	1050	558	1385
ENSG00000279789.1_CTD-2574D22.3	109	36	63
ENSG00000260114.2_CTD-2574D22.4	107	33	77
ENSG00000247735.2_CTD-2574D22.2	31	0	20
ENSG00000149932.16_TMEM219	3503	1580	2837
ENSG00000149930.17_TAOK2	5837	2770	4640
ENSG00000149929.15_HIRIP3	583	725	510
ENSG00000169592.14_INO80E	967	639	1064
ENSG00000149927.17_DOC2A	2	4	11
ENSG00000167194.7_C16orf92	0	0	0
ENSG00000149926.13_FAM57B	17	37	7
ENSG00000149925.17_ALDOA	48775	174572	86083
ENSG00000274904.1_CTD-2515O10.5	0	0	0
ENSG00000149923.13_PPP4C	2451	2203	1808
ENSG00000149922.10_TBX6	81	17	63
ENSG00000090238.11_YPEL3	8614	18837	5872
ENSG00000250616.2_RP11-455F5.3	83	179	35
ENSG00000102886.14_GDPD3	410	64	229
ENSG00000261367.1_RP11-455F5.4	3	0	2
ENSG00000275371.1_RP11-455F5.6	58	15	24
ENSG00000102882.11_MAPK3	5262	1478	4356
ENSG00000102879.15_CORO1A	726	123	524
ENSG00000261416.1_RP11-455F5.5	5	1	5
ENSG00000169627.7_BOLA2B	10	9	7
ENSG00000132207.17_SLX1A	44	4	13
ENSG00000261052.5_SULT1A3	30	11	13
ENSG00000258130.7_RP11-347C12.3	28	7	13
ENSG00000278887.1_RP11-347C12.4	0	0	0
ENSG00000261444.1_RP11-347C12.9	0	0	0
ENSG00000261203.1_RP11-347C12.8	0	0	0
ENSG00000198064.13_NPIPB13	207	181	168
ENSG00000183604.14_SMG1P5	172	153	172
ENSG00000273724.1_RP11-347C12.12	2	0	5
ENSG00000169217.8_CD2BP2	3004	2586	2816
ENSG00000260219.2_RP11-347C12.10	18	4	27
ENSG00000169221.13_TBC1D10B	3058	1273	1658
ENSG00000274653.1_RP11-347C12.11	49	18	9
ENSG00000180209.11_MYLPF	53	31391	14
ENSG00000180035.12_ZNF48	480	218	345
ENSG00000180096.11_SEPT1	266	48	315
ENSG00000280137.1_RP11-297C4.6	6	2	6
ENSG00000179965.11_ZNF771	210	1219	552
ENSG00000199787.1_SNORA42	1	0	0
ENSG00000179958.8_DCTPP1	708	349	338
ENSG00000179918.18_SEPHS2	2403	1467	960
ENSG00000202476.1_Y_RNA	0	0	0
ENSG00000222701.1_Y_RNA	0	0	0
ENSG00000005844.17_ITGAL	638	188	497
ENSG00000261346.1_RP11-297C4.2	0	0	0
ENSG00000260487.1_RP11-297C4.3	0	0	1
ENSG00000251706.1_RNU7-61P	0	0	0
ENSG00000261332.1_RP11-297C4.1	1	0	1
ENSG00000266305.1_MIR4518	0	0	0
ENSG00000169957.9_ZNF768	1923	1245	2179
ENSG00000278922.1_AC002310.14	79	136	75
ENSG00000169955.7_ZNF747	937	861	822
ENSG00000235560.3_AC002310.12	21	14	15
ENSG00000260494.1_AC002310.10	0	0	2
ENSG00000169951.9_ZNF764	506	230	438
ENSG00000229809.8_ZNF688	579	379	395
ENSG00000197162.9_ZNF785	514	143	377
ENSG00000239791.1_AC002310.7	0	0	0
ENSG00000260167.1_RP11-146F11.5	4	1	1
ENSG00000261588.1_AC002310.17	1	0	2
ENSG00000156853.12_ZNF689	551	684	329
ENSG00000260678.1_RP11-146F11.4	0	0	0
ENSG00000261680.1_RP11-146F11.3	0	1	0
ENSG00000260113.3_RP11-146F11.2	0	0	0
ENSG00000156858.11_PRR14	2123	756	2301
ENSG00000156860.15_FBRS	4552	3904	6327
ENSG00000252074.1_RNU6-416P	0	0	0
ENSG00000261840.2_RP11-146F11.1	46	35	80
ENSG00000080603.16_SRCAP	5691	3795	5624
ENSG00000222287.1_RNU6-1043P	0	0	0
ENSG00000206755.1_SNORA30	1	0	0
ENSG00000281991.1_TMEM265	193	183	203
ENSG00000156873.15_PHKG2	1107	739	545
ENSG00000196118.11_CCDC189	30	4	19
ENSG00000103549.21_RNF40	2906	1130	2526
ENSG00000280211.1_RP11-2C24.3	15	15	20
ENSG00000102870.5_ZNF629	2319	1095	1549
ENSG00000274848.1_Metazoa_SRP	0	0	0
ENSG00000260082.1_RP11-2C24.5	5	1	17
ENSG00000274678.1_RP11-2C24.7	6	5	14
ENSG00000099385.11_BCL7C	1249	281	1562
ENSG00000260083.1_MIR762HG	26	25	27
ENSG00000150281.6_CTF1	155	314	676
ENSG00000230447.2_CTF2P	0	0	1
ENSG00000260852.1_FBXL19-AS1	39	15	21
ENSG00000099364.16_FBXL19	903	202	582
ENSG00000175938.6_ORAI3	2330	510	1271
ENSG00000275263.1_RP11-1072A3.4	10	14	2
ENSG00000099381.17_SETD1A	3123	1957	2789
ENSG00000279196.1_RP11-1072A3.3	116	9	42
ENSG00000099377.13_HSD3B7	892	67	125
ENSG00000099365.10_STX1B	502	59	205
ENSG00000103496.14_STX4	4464	1256	2518
ENSG00000260911.2_RP11-196G11.2	10	6	9
ENSG00000232748.3_RP11-196G11.6	31	3	11
ENSG00000167394.12_ZNF668	176	33	87
ENSG00000261124.1_AC135050.5	1	0	0
ENSG00000167395.10_ZNF646	2119	1705	1573
ENSG00000151006.7_PRSS53	574	83	535
ENSG00000167397.14_VKORC1	2022	310	1327
ENSG00000280160.1_RP11-196G11.3	2	0	5
ENSG00000103507.13_BCKDK	2295	1913	1833
ENSG00000103510.19_KAT8	2643	1895	2464
ENSG00000262766.1_RP11-196G11.4	48	34	74
ENSG00000278133.1_RP11-196G11.5	293	279	276
ENSG00000052344.15_PRSS8	146	31	23
ENSG00000178226.10_PRSS36	193	25	34
ENSG00000263343.1_RP11-388M20.7	1	0	2
ENSG00000262366.1_NDUFA3P6	0	0	0
ENSG00000089280.18_FUS	6433	4727	7360
ENSG00000260304.1_RP11-388M20.6	42	30	27
ENSG00000260060.1_RP11-388M20.1	6	10	18
ENSG00000103490.13_PYCARD	214	21	79
ENSG00000261359.2_PYCARD-AS1	0	0	0
ENSG00000177238.13_TRIM72	14	4096	10
ENSG00000169900.7_PYDC1	0	7	0
ENSG00000169896.16_ITGAM	596	262	230
ENSG00000140678.16_ITGAX	435	98	327
ENSG00000261245.2_RP11-120K18.3	0	0	1
ENSG00000156886.11_ITGAD	13	57	8
ENSG00000260757.1_RP11-120K18.2	2	0	0
ENSG00000156885.5_COX6A2	9	16987	93
ENSG00000277543.1_RP11-452L6.8	0	11	1
ENSG00000176723.9_ZNF843	167	116	40
ENSG00000261474.1_RP11-452L6.1	73	53	61
ENSG00000260267.1_RP11-452L6.5	305	150	258
ENSG00000140691.16_ARMC5	741	1344	558
ENSG00000280132.1_RP11-452L6.6	31	2	49
ENSG00000140682.18_TGFB1I1	6288	654	11422
ENSG00000140675.12_SLC5A2	7	1	19
ENSG00000260740.2_AC026471.6	4	0	4
ENSG00000140688.16_C16orf58	4060	1108	3822
ENSG00000260625.2_RP11-452L6.7	29	45	62
ENSG00000169877.9_AHSP	0	0	0
ENSG00000261648.1_CTD-2014E2.2	0	0	0
ENSG00000213547.3_VN1R64P	0	0	0
ENSG00000261475.2_LINC02190	0	0	0
ENSG00000260883.1_VN1R65P	1	0	0
ENSG00000261741.5_FRG2KP	0	0	0
ENSG00000278885.1_CTD-2014E2.7	0	0	0
ENSG00000261614.1_CSDAP1	3	223	29
ENSG00000260010.1_ZNF720P1	0	0	0
ENSG00000237185.1_VN1R66P	0	0	0
ENSG00000260631.1_RBM22P12	0	0	1
ENSG00000260472.1_CTD-2358C21.2	0	0	0
ENSG00000260568.1_CTD-2358C21.3	0	0	1
ENSG00000131797.12_CLUHP3	274	57	232
ENSG00000276867.1_CTD-2358C21.5	0	0	0
ENSG00000197302.10_ZNF720	831	322	542
ENSG00000259810.2_AC002519.8	13	10	0
ENSG00000260722.1_VN1R67P	2	0	0
ENSG00000261457.3_AC002519.6	0	0	1
ENSG00000180663.5_VN1R3	0	0	0
ENSG00000261284.2_RBM22P13	0	0	0
ENSG00000259874.1_RP11-170L3.2	0	0	0
ENSG00000185947.14_ZNF267	560	739	434
ENSG00000259950.1_RP11-170L3.4	0	0	0
ENSG00000261289.2_RP11-170L3.5	0	0	0
ENSG00000197476.3_RP11-170L3.7	1	0	0
ENSG00000260218.1_RP11-170L3.6	0	0	0
ENSG00000260628.5_RP11-1166P10.1	47	4	34
ENSG00000261727.2_RP11-1166P10.6	0	0	0
ENSG00000261704.2_IGHV1OR16-1	0	0	2
ENSG00000223931.2_RP11-1166P10.8	0	0	0
ENSG00000260048.2_IGHV1OR16-3	0	0	5
ENSG00000270472.2_IGHV3OR16-9	0	0	5
ENSG00000230267.7_HERC2P4	21	2	13
ENSG00000260584.1_RP11-1166P10.7	0	0	0
ENSG00000279997.1_RP11-56L13.3	0	0	0
ENSG00000260847.1_RP11-17M15.1	0	0	0
ENSG00000260649.1_RP11-56L13.4	0	0	0
ENSG00000260540.2_ABHD17AP8	0	0	0
ENSG00000260344.2_RP11-56L13.6	0	0	0
ENSG00000260575.1_RP11-56L13.7	0	0	0
ENSG00000205456.11_TP53TG3D	12	2	0
ENSG00000260402.1_RP11-56L13.1	0	0	0
ENSG00000259822.2_RP11-1292F20.1	0	0	0
ENSG00000261127.2_RP11-17M15.2	0	0	0
ENSG00000260516.2_RP11-17M15.4	0	0	0
ENSG00000260327.2_ACTR3BP3	0	0	0
ENSG00000260866.1_RP11-626K17.5	0	0	0
ENSG00000260307.2_PABPC1P13	0	0	0
ENSG00000261541.1_RP11-626K17.3	0	0	0
ENSG00000260662.2_RP11-626K17.2	0	0	0
ENSG00000261233.2_ABCD1P3	0	0	0
ENSG00000259966.5_RP11-652G5.1	0	0	0
ENSG00000262187.1_RP11-652G5.2	0	0	0
ENSG00000261111.1_RP11-96K14.1	0	0	0
ENSG00000261569.5_RP11-586K12.11	0	1	0
ENSG00000261263.2_RP11-586K12.13	0	0	0
ENSG00000260311.1_RP11-586K12.10	0	0	0
ENSG00000183632.14_TP53TG3	2	0	0
ENSG00000260974.1_RP11-586K12.8	0	0	0
ENSG00000261391.1_RP11-586K12.7	0	0	0
ENSG00000260864.1_ABHD17AP7	0	0	0
ENSG00000260845.1_RP11-586K12.4	0	0	0
ENSG00000261108.2_RP11-586K12.5	0	0	0
ENSG00000260644.6_HERC2P5	11	2	0
ENSG00000278950.1_RP11-67H24.3	0	0	0
ENSG00000279780.1_RP11-586K12.2	0	0	0
ENSG00000279795.1_RP11-586K12.1	0	1	0
ENSG00000260158.1_RP11-67H24.2	0	0	0
ENSG00000261719.1_RP11-67H24.1	0	0	0
ENSG00000259934.1_RP11-989E6.1	0	0	0
ENSG00000259303.5_IGHV2OR16-5	0	0	0
ENSG00000260047.2_BCAP31P2	0	0	0
ENSG00000214617.9_SLC6A10P	1	5	0
ENSG00000214614.2_RP11-989E6.3	0	0	0
ENSG00000261834.2_IGHV3OR16-15	0	0	0
ENSG00000270864.1_IGHV3OR16-6	0	0	1
ENSG00000277304.1_RP11-989E6.13	2	0	7
ENSG00000260610.1_RP11-989E6.11	0	0	0
ENSG00000261259.1_RP11-19N8.2	0	0	0
ENSG00000259852.2_IGHV1OR16-2	0	0	2
ENSG00000233732.5_IGHV3OR16-10	0	0	2
ENSG00000260921.1_RP11-989E6.8	0	0	0
ENSG00000259997.2_IGHV1OR16-4	0	0	1
ENSG00000271130.1_IGHV3OR16-8	2	0	11
ENSG00000260141.1_RP11-19N8.4	0	0	0
ENSG00000260900.1_RP11-19N8.3	0	0	0
ENSG00000261599.5_HERC2P8	2	0	0
ENSG00000261682.1_RP11-19N8.7	0	0	0
ENSG00000259800.1_RP11-19N8.6	0	0	0
ENSG00000261536.2_ABHD17AP9	0	0	0
ENSG00000260414.1_RP11-1437A8.2	0	0	0
ENSG00000260419.1_RP11-1437A8.3	0	0	0
ENSG00000205457.11_TP53TG3C	0	0	0
ENSG00000260827.1_RP11-1437A8.4	0	0	0
ENSG00000261507.1_RP11-1437A8.6	0	0	0
ENSG00000275034.2_TP53TG3E	0	0	0
ENSG00000282973.1_RP11-1277H1.3	0	0	0
ENSG00000261509.6_TP53TG3B	0	0	0
ENSG00000261009.1_RP11-1437A8.5	0	0	0
ENSG00000283110.1_RP11-1437A8.7	0	0	0
ENSG00000278848.2_TP53TG3F	0	0	0
ENSG00000282927.1_RP11-23E10.7	0	0	0
ENSG00000262090.1_RP11-23E10.5	0	1	0
ENSG00000260626.1_RP11-23E10.3	0	0	0
ENSG00000261200.1_RP11-989E6.10	0	0	0
ENSG00000261466.2_RP11-23E10.2	0	0	0
ENSG00000261405.2_RP11-23E10.4	0	2	0
ENSG00000259882.2_RP11-293B20.2	0	0	0
ENSG00000260518.1_BMS1P8	1	0	0
ENSG00000282924.1_RP11-104C4.6	0	0	0
ENSG00000261580.1_ENPP7P13	0	0	0
ENSG00000260308.1_RP11-104C4.4	0	0	0
ENSG00000270467.1_IGHV3OR16-12	0	0	1
ENSG00000261153.2_RP11-104C4.2	0	0	0
ENSG00000271178.1_IGHV3OR16-13	0	0	1
ENSG00000259680.5_RP11-812E19.9	0	0	0
ENSG00000270924.1_RP11-812E19.13	0	0	0
ENSG00000271691.1_RP11-812E19.12	0	0	0
ENSG00000260312.1_RP11-812E19.7	0	0	0
ENSG00000270318.1_IGHV3OR16-11	0	0	0
ENSG00000260525.1_RP11-812E19.10	0	0	0
ENSG00000260781.1_ARHGAP23P1	8	0	9
ENSG00000271620.1_IGHV3OR16-7	1	0	0
ENSG00000261607.1_RP11-812E19.5	0	0	0
ENSG00000259842.2_IGHV3OR16-16	0	0	0
ENSG00000270401.1_RP11-812E19.14	0	0	0
ENSG00000205452.4_RP11-812E19.3	0	0	0
ENSG00000198555.7_RP11-598D12.4	1	0	0
ENSG00000261217.2_BCAP31P1	0	3	2
ENSG00000259990.2_RP11-598D12.1	0	0	0
ENSG00000283065.1_RP11-598D12.5	0	0	0
ENSG00000261197.2_RP11-598D12.2	0	0	0
ENSG00000262561.1_CTD-2522B17.8	0	0	0
ENSG00000261440.1_DUX4L45	0	0	0
ENSG00000260087.1_PCMTD1P2	0	0	0
ENSG00000259987.1_DUX4L46	0	0	0
ENSG00000260207.1_DUX4L47	0	0	0
ENSG00000256642.1_LINC00273	0	0	0
ENSG00000200434.1_RNA5-8SP2	0	0	0
ENSG00000279800.2_BCLAF1P2	4	4	6
ENSG00000284209.1_CH17-342O10.1	0	0	0
ENSG00000279165.1_CTD-2144E22.9	0	0	0
ENSG00000260854.1_LINC02184	0	0	0
ENSG00000179755.3_CTD-2144E22.5	0	0	0
ENSG00000261566.1_CTD-2144E22.6	0	0	0
ENSG00000216671.6_CCNYL3	0	0	0
ENSG00000278138.2_CLUHP11	0	0	0
ENSG00000261053.1_NAMPTP3	0	0	0
ENSG00000260809.1_VPS35P1	0	0	1
ENSG00000259979.1_VN1R68P	0	0	0
ENSG00000260724.1_VN1R69P	0	0	0
ENSG00000261800.1_RP11-244B22.11	0	0	0
ENSG00000280180.1_RP11-244B22.10	0	0	0
ENSG00000261461.1_UBE2MP1	5	18	4
ENSG00000261608.1_SLC25A1P4	0	0	0
ENSG00000260073.2_RP11-488I20.9	0	0	0
ENSG00000261398.1_RP11-244B22.6	0	0	0
ENSG00000261274.1_TP53TG3GP	0	0	0
ENSG00000260967.1_RARRES2P5	0	0	0
ENSG00000260984.1_FGFR3P5	0	0	0
ENSG00000259897.2_FRG2JP	0	0	0
ENSG00000260958.2_RP11-488I20.8	0	0	0
ENSG00000261010.1_RARRES2P6	0	0	0
ENSG00000261752.1_AGGF1P8	0	0	0
ENSG00000260846.2_FRG2HP	0	0	0
ENSG00000261486.1_RARRES2P9	0	0	0
ENSG00000260427.1_AGGF1P9	0	0	0
ENSG00000260480.1_C2orf69P4	0	0	0
ENSG00000259841.6_LINC01566	0	1	0
ENSG00000260291.1_FRG2GP	0	0	0
ENSG00000261689.1_AGGF1P4	0	0	0
ENSG00000260598.1_FRG2IP	0	0	0
ENSG00000260812.1_RARRES2P7	0	0	0
ENSG00000260680.1_AGGF1P5	0	1	0
ENSG00000261299.1_C2orf69P3	0	0	0
ENSG00000278681.2_RP11-80F22.16	0	0	0
ENSG00000214581.6_ZNF971P	0	0	0
ENSG00000261711.6_FRG2DP	0	0	0
ENSG00000260153.1_RARRES2P10	0	0	0
ENSG00000259836.1_AGGF1P6	0	0	0
ENSG00000261350.1_RP11-80F22.14	0	0	0
ENSG00000260341.1_C2orf69P2	0	0	0
ENSG00000261445.1_RP11-80F22.4	0	0	0
ENSG00000260857.2_RP11-80F22.15	0	0	0
ENSG00000269622.1_TP53TG3HP	0	0	0
ENSG00000282946.1_RP11-80F22.8	0	0	0
ENSG00000259996.1_RARRES2P8	1	0	0
ENSG00000260994.1_AGGF1P7	0	0	0
ENSG00000261046.1_C2orf69P1	0	0	0
ENSG00000260134.1_C1QL1P1	0	0	0
ENSG00000260746.2_KIF18BP1	0	0	0
ENSG00000259791.1_RP11-14K3.7	0	0	0
ENSG00000260522.1_RP11-352B15.5	0	0	0
ENSG00000251915.1_RNA5SP406	0	0	0
ENSG00000222207.1_RNA5SP407	0	0	0
ENSG00000251924.1_RNA5SP408	0	0	0
ENSG00000252624.1_RNA5SP409	0	0	0
ENSG00000261122.6_LINC02167	0	0	0
ENSG00000252094.1_RNA5SP410	0	0	0
ENSG00000276599.1_RNA5SP411	0	0	0
ENSG00000277004.1_RNA5SP412	0	0	0
ENSG00000252182.1_RNA5SP413	0	0	0
ENSG00000274228.1_RNA5SP414	0	0	0
ENSG00000253055.1_RNA5SP415	0	0	0
ENSG00000252647.1_RNA5SP416	0	0	0
ENSG00000252268.1_RNA5SP417	0	0	0
ENSG00000251760.1_RNA5SP418	0	0	0
ENSG00000251717.1_RNA5SP419	0	0	0
ENSG00000252806.1_RNA5SP420	0	0	0
ENSG00000252673.1_RNA5SP421	0	0	0
ENSG00000252587.1_RNA5SP422	0	0	0
ENSG00000252936.1_RNA5SP423	0	0	0
ENSG00000260611.1_RP11-352B15.2	0	0	0
ENSG00000261620.1_HMGN2P41	0	0	0
ENSG00000261515.1_VN1R70P	0	0	0
ENSG00000261782.1_RP11-43P5.1	3	0	0
ENSG00000279666.1_RP11-43P5.3	0	0	0
ENSG00000261084.1_PPP1R1AP2	0	0	0
ENSG00000261239.6_ANKRD26P1	1	6	2
ENSG00000199448.1_RNU6-845P	0	0	0
ENSG00000261356.2_RP11-46D6.5	0	0	0
ENSG00000260251.1_RP11-46D6.4	0	0	0
ENSG00000171241.8_SHCBP1	141	92	80
ENSG00000261512.2_RP11-46D6.1	179	26	179
ENSG00000259856.1_RAB43P1	50	0	31
ENSG00000260909.1_RP11-93O14.1	0	0	2
ENSG00000069329.16_VPS35	3396	1170	2326
ENSG00000261131.1_RP11-93O14.2	19	6	18
ENSG00000280376.1_RP11-93O14.3	0	0	0
ENSG00000091651.8_ORC6	28	13	23
ENSG00000140795.12_MYLK3	16	1478	28
ENSG00000260782.1_RP11-480G7.2	0	14	0
ENSG00000155330.9_C16orf87	288	475	199
ENSG00000260889.1_CKBP1	0	0	0
ENSG00000261725.1_RP11-480G7.3	0	0	0
ENSG00000166123.13_GPT2	757	9063	71
ENSG00000069345.11_DNAJA2	3574	5024	3551
ENSG00000261173.1_RP11-169E6.1	3	2	3
ENSG00000259821.1_RP11-169E6.4	0	0	0
ENSG00000259983.1_RP11-169E6.3	0	0	0
ENSG00000171208.9_NETO2	55	48	10
ENSG00000260281.5_ITFG1-AS1	2	0	0
ENSG00000239840.1_RPL23AP72	0	0	0
ENSG00000129636.12_ITFG1	1814	733	1616
ENSG00000260744.1_RP11-329J18.3	3	0	3
ENSG00000279509.1_RP11-329J18.5	0	0	4
ENSG00000260012.1_RP11-329J18.4	23	11	36
ENSG00000261369.1_RP11-474B12.1	0	2	1
ENSG00000222767.1_Y_RNA	0	0	0
ENSG00000212290.1_RNA5SP424	0	0	0
ENSG00000102893.15_PHKB	2555	2454	2132
ENSG00000222268.1_RNA5SP425	0	0	0
ENSG00000262038.1_RP11-177N22.3	0	0	0
ENSG00000259866.1_RP11-177N22.2	0	0	0
ENSG00000261336.1_EIF4BP5	4	0	3
ENSG00000259918.1_NDUFA5P11	0	9	2
ENSG00000261231.6_LINC02133	1	0	0
ENSG00000260497.1_CTB-55P19.1	0	0	0
ENSG00000261325.1_LINC02192	0	0	0
ENSG00000260450.1_LINC02134	0	0	0
ENSG00000261017.1_RP11-3M1.3	0	0	0
ENSG00000140798.15_ABCC12	0	7	0
ENSG00000261538.1_RP11-3M1.1	0	0	0
ENSG00000121270.15_ABCC11	10	6	2
ENSG00000102910.13_LONP2	3946	2569	3588
ENSG00000240793.1_UBA52P8	5	3	1
ENSG00000280067.1_CTD-2600H12.2	137	54	73
ENSG00000196470.11_SIAH1	979	628	699
ENSG00000275909.1_Metazoa_SRP	0	0	0
ENSG00000260688.1_RP11-44I10.5	0	0	0
ENSG00000260347.1_MOCS1P1	2	5	2
ENSG00000102921.7_N4BP1	2693	1042	1687
ENSG00000261267.1_RP11-44I10.3	0	0	3
ENSG00000243609.1_RPS2P44	0	0	0
ENSG00000260033.1_CTC-527H23.1	0	0	1
ENSG00000259912.1_CTC-527H23.2	0	0	0
ENSG00000260086.2_RP11-42I10.1	15	0	1
ENSG00000260052.1_CTC-527H23.3	7	0	3
ENSG00000272545.1_CTC-527H23.4	0	0	0
ENSG00000260726.2_KLF8P1	0	0	0
ENSG00000222170.1_RNU6-257P	0	0	0
ENSG00000260184.1_RP11-42I10.3	0	0	0
ENSG00000260067.1_MTND4LP25	0	0	0
ENSG00000261421.1_RP11-22D3.1	0	0	0
ENSG00000261815.1_RP11-22D3.2	0	0	0
ENSG00000102924.11_CBLN1	109	17	28
ENSG00000260614.1_RP11-491F9.1	0	11	2
ENSG00000259957.2_RP11-491F9.8	0	0	0
ENSG00000280189.1_RP11-491F9.2	0	0	0
ENSG00000259839.1_RP11-491F9.6	1	0	0
ENSG00000260769.1_RP11-491F9.5	0	0	0
ENSG00000279249.1_RP11-491F9.3	2	0	2
ENSG00000166152.3_C16orf78	5	0	0
ENSG00000262950.1_RP11-189E14.5	0	0	0
ENSG00000263110.1_RP11-189E14.3	0	0	0
ENSG00000261623.1_LINC02179	0	0	0
ENSG00000102935.11_ZNF423	404	362	342
ENSG00000260089.2_ADAM3B	1	0	0
ENSG00000260024.1_MRPS21P7	0	0	0
ENSG00000280131.1_CTD-2595P9.2	0	0	0
ENSG00000259978.1_MRPS21P8	0	0	0
ENSG00000275155.1_CTD-2595P9.4	40	77	34
ENSG00000279842.1_RP11-305A4.2	0	0	0
ENSG00000261751.1_RP11-305A4.3	0	0	0
ENSG00000244551.2_RPL34P29	0	0	0
ENSG00000283365.1_RP11-305A4.5	0	0	0
ENSG00000205423.11_CNEP1R1	712	206	469
ENSG00000259843.2_RP11-429P3.3	1	0	0
ENSG00000261835.1_RP11-429P3.2	0	0	0
ENSG00000273829.1_Metazoa_SRP	0	0	0
ENSG00000260298.2_ACTG1P16	0	0	1
ENSG00000155393.12_HEATR3	391	286	109
ENSG00000279356.1_RP11-429P3.8	13	1	6
ENSG00000202124.1_RNY4P3	0	0	0
ENSG00000260381.2_RP11-429P3.5	3	0	0
ENSG00000260031.1_RPL10P14	1	0	3
ENSG00000252526.1_SNORA70	0	0	0
ENSG00000121274.12_PAPD5	932	360	954
ENSG00000121281.12_ADCY7	842	65	274
ENSG00000274969.1_MIR6771	0	0	0
ENSG00000166164.15_BRD7	2265	1916	2158
ENSG00000261393.1_RP11-21B23.1	1	2	0
ENSG00000261092.1_LINC02178	0	0	0
ENSG00000260573.2_RP11-21B23.3	0	0	2
ENSG00000140807.6_NKD1	886	63	7645
ENSG00000260029.2_RP11-401P9.1	0	0	6
ENSG00000278909.1_RP11-401P9.7	2	0	12
